gene	go_id	name_1006
STK40	GO:0004674	protein serine/threonine kinase activity
STK40	GO:0005515	protein binding
STK40	GO:0005524	ATP binding
STK40	GO:0016301	kinase activity
STK40	GO:0016740	transferase activity
STK40	GO:0006468	protein phosphorylation
STK40	GO:0016310	phosphorylation
STK40	GO:0005634	nucleus
STK40	GO:0005654	nucleoplasm
STK40	GO:0005737	cytoplasm
STK40	GO:0003016	respiratory system process
STK40	GO:0005977	glycogen metabolic process
STK40	GO:0010468	regulation of gene expression
STK40	GO:0030324	lung development
STK40	GO:0035264	multicellular organism growth
STK40	GO:0043066	negative regulation of apoptotic process
STK40	GO:0043408	regulation of MAPK cascade
STK40	GO:0048286	lung alveolus development
STK40	GO:0060425	lung morphogenesis
AGER	GO:0008201	heparin binding
AGER	GO:1904599	advanced glycation end-product binding
AGER	GO:0001666	response to hypoxia
AGER	GO:0014002	astrocyte development
AGER	GO:0043507	positive regulation of JUN kinase activity
AGER	GO:0050727	regulation of inflammatory response
AGER	GO:0050930	induction of positive chemotaxis
AGER	GO:0051101	regulation of DNA binding
AGER	GO:0071639	positive regulation of monocyte chemotactic protein-1 production
AGER	GO:0072657	protein localization to membrane
AGER	GO:1904597	negative regulation of connective tissue replacement involved in inflammatory response wound healing
AGER	GO:1904604	negative regulation of advanced glycation end-product receptor activity
GIPR	GO:0004871	signal transducer activity
GIPR	GO:0004888	transmembrane signaling receptor activity
GIPR	GO:0004930	G-protein coupled receptor activity
GIPR	GO:0016519	gastric inhibitory peptide receptor activity
GIPR	GO:0017046	peptide hormone binding
GIPR	GO:0002029	desensitization of G-protein coupled receptor protein signaling pathway
GIPR	GO:0006091	generation of precursor metabolites and energy
GIPR	GO:0007165	signal transduction
GIPR	GO:0007166	cell surface receptor signaling pathway
GIPR	GO:0007186	G-protein coupled receptor signaling pathway
GIPR	GO:0007190	activation of adenylate cyclase activity
GIPR	GO:0007204	positive regulation of cytosolic calcium ion concentration
GIPR	GO:0007584	response to nutrient
GIPR	GO:0009749	response to glucose
GIPR	GO:0030819	positive regulation of cAMP biosynthetic process
GIPR	GO:0031018	endocrine pancreas development
GIPR	GO:0032024	positive regulation of insulin secretion
GIPR	GO:0038192	gastric inhibitory peptide signaling pathway
GIPR	GO:0048678	response to axon injury
GIPR	GO:0050796	regulation of insulin secretion
GIPR	GO:0051592	response to calcium ion
GIPR	GO:0070542	response to fatty acid
GIPR	GO:0005886	plasma membrane
GIPR	GO:0016020	membrane
GIPR	GO:0016021	integral component of membrane
GIPR		
MDK	GO:0042995	cell projection
MDK	GO:0005737	cytoplasm
MDK	GO:0005576	extracellular region
MDK	GO:1901215	negative regulation of neuron death
MDK	GO:0051781	positive regulation of cell division
MDK	GO:0051384	response to glucocorticoid
MDK	GO:0050795	regulation of behavior
MDK	GO:0045893	positive regulation of transcription, DNA-templated
MDK	GO:0043524	negative regulation of neuron apoptotic process
MDK	GO:0042493	response to drug
MDK	GO:0030421	defecation
MDK	GO:0030325	adrenal gland development
MDK	GO:0030154	cell differentiation
MDK	GO:0021987	cerebral cortex development
MDK	GO:0021766	hippocampus development
MDK	GO:0021681	cerebellar granular layer development
MDK	GO:0021542	dentate gyrus development
MDK	GO:0016477	cell migration
MDK	GO:0009725	response to hormone
MDK	GO:0009611	response to wounding
MDK	GO:0007614	short-term memory
MDK	GO:0007399	nervous system development
MDK	GO:0007275	multicellular organism development
MDK	GO:0007219	Notch signaling pathway
MDK	GO:0007165	signal transduction
MDK	GO:0001662	behavioral fear response
MDK	GO:0008201	heparin binding
MDK	GO:0008083	growth factor activity
MDK		
TRANK1		
ZBTB17	GO:0046872	metal ion binding
ZBTB17	GO:0003676	nucleic acid binding
PDZK1	GO:0005215	transporter activity
PDZK1	GO:0005515	protein binding
PDZK1	GO:0030165	PDZ domain binding
PDZK1	GO:0006810	transport
PDZK1	GO:0008283	cell proliferation
PDZK1	GO:0015879	carnitine transport
PDZK1	GO:0015893	drug transport
PDZK1	GO:0034767	positive regulation of ion transmembrane transport
PDZK1	GO:0044070	regulation of anion transport
PDZK1	GO:0090314	positive regulation of protein targeting to membrane
PDZK1	GO:0005886	plasma membrane
PDZK1	GO:0016020	membrane
PDZK1	GO:0031526	brush border membrane
PDZK1	GO:0070062	extracellular exosome
PDZK1		
PDZK1	GO:0005124	scavenger receptor binding
PDZK1	GO:0032403	protein complex binding
PDZK1	GO:0016324	apical plasma membrane
PDZK1	GO:0031528	microvillus membrane
PDZK1	GO:0045121	membrane raft
ZBTB17	GO:0003677	DNA binding
ZBTB17	GO:0003700	transcription factor activity, sequence-specific DNA binding
ZBTB17	GO:0005515	protein binding
ZBTB17	GO:0006351	transcription, DNA-templated
ZBTB17	GO:0006355	regulation of transcription, DNA-templated
ZBTB17	GO:0007275	multicellular organism development
ZBTB17	GO:0036498	IRE1-mediated unfolded protein response
ZBTB17	GO:0045786	negative regulation of cell cycle
ZBTB17	GO:1903146	regulation of mitophagy
ZBTB17	GO:1903955	positive regulation of protein targeting to mitochondrion
ZBTB17	GO:0005634	nucleus
ZBTB17	GO:0005654	nucleoplasm
ZBTB17	GO:0001702	gastrulation with mouth forming second
ZBTB17	GO:0007398	ectoderm development
ZBTB17	GO:0045893	positive regulation of transcription, DNA-templated
CERS6	GO:0003677	DNA binding
CERS6	GO:0050291	sphingosine N-acyltransferase activity
CERS6	GO:0006629	lipid metabolic process
CERS6	GO:0030148	sphingolipid biosynthetic process
CERS6	GO:0046513	ceramide biosynthetic process
CERS6	GO:0005634	nucleus
CERS6	GO:0005783	endoplasmic reticulum
CERS6	GO:0005789	endoplasmic reticulum membrane
CERS6	GO:0016020	membrane
CERS6	GO:0016021	integral component of membrane
CERS6	GO:0031965	nuclear membrane
TCEAL2	GO:0050699	WW domain binding
TCEAL2	GO:0006351	transcription, DNA-templated
TCEAL2	GO:0006355	regulation of transcription, DNA-templated
TCEAL2	GO:0006357	regulation of transcription from RNA polymerase II promoter
TCEAL2	GO:0005634	nucleus
SYCE1L	GO:0000795	synaptonemal complex
SYCE1L	GO:0070193	synaptonemal complex organization
SYCE1L	GO:0051321	meiotic cell cycle
SYCE1L	GO:0007130	synaptonemal complex assembly
SYCE1L		
QPCT	GO:0008270	zinc ion binding
QPCT	GO:0016603	glutaminyl-peptide cyclotransferase activity
QPCT	GO:0016740	transferase activity
QPCT	GO:0016746	transferase activity, transferring acyl groups
QPCT	GO:0046872	metal ion binding
QPCT	GO:0006464	cellular protein modification process
QPCT	GO:0017186	peptidyl-pyroglutamic acid biosynthetic process, using glutaminyl-peptide cyclotransferase
QPCT	GO:0005576	extracellular region
QPCT	GO:0070062	extracellular exosome
SYT11	GO:0005509	calcium ion binding
SYT11	GO:0005544	calcium-dependent phospholipid binding
SYT11	GO:0017158	regulation of calcium ion-dependent exocytosis
SYT11	GO:0000149	SNARE binding
SYT11	GO:0005515	protein binding
SYT11	GO:0019905	syntaxin binding
SYT11	GO:0030276	clathrin binding
SYT11	GO:0031369	translation initiation factor binding
SYT11	GO:0031625	ubiquitin protein ligase binding
SYT11	GO:0042803	protein homodimerization activity
SYT11	GO:0046872	metal ion binding
SYT11	GO:0048487	beta-tubulin binding
SYT11	GO:0001778	plasma membrane repair
SYT11	GO:0006906	vesicle fusion
SYT11	GO:0009611	response to wounding
SYT11	GO:0046929	negative regulation of neurotransmitter secretion
SYT11	GO:0048791	calcium ion-regulated exocytosis of neurotransmitter
SYT11	GO:0050765	negative regulation of phagocytosis
SYT11	GO:0051289	protein homotetramerization
SYT11	GO:1900165	negative regulation of interleukin-6 secretion
SYT11	GO:1900186	negative regulation of clathrin-dependent endocytosis
SYT11	GO:1900243	negative regulation of synaptic vesicle endocytosis
SYT11	GO:1900424	regulation of defense response to bacterium
SYT11	GO:1904468	negative regulation of tumor necrosis factor secretion
SYT11	GO:1905154	negative regulation of membrane invagination
SYT11	GO:1905162	regulation of phagosome maturation
SYT11	GO:1905171	positive regulation of protein localization to phagocytic vesicle
SYT11	GO:1905469	negative regulation of clathrin-coated pit assembly
SYT11	GO:1990927	calcium ion regulated lysosome exocytosis
SYT11	GO:0001891	phagocytic cup
SYT11	GO:0005737	cytoplasm
SYT11	GO:0005764	lysosome
SYT11	GO:0005886	plasma membrane
SYT11	GO:0005887	integral component of plasma membrane
SYT11	GO:0008021	synaptic vesicle
SYT11	GO:0014069	postsynaptic density
SYT11	GO:0016020	membrane
SYT11	GO:0016021	integral component of membrane
SYT11	GO:0030054	cell junction
SYT11	GO:0030424	axon
SYT11	GO:0030672	synaptic vesicle membrane
SYT11	GO:0031410	cytoplasmic vesicle
SYT11	GO:0031982	vesicle
SYT11	GO:0032009	early phagosome
SYT11	GO:0043005	neuron projection
SYT11	GO:0043195	terminal bouton
SYT11	GO:0043197	dendritic spine
SYT11	GO:0044297	cell body
SYT11	GO:0045202	synapse
SYT11	GO:0045335	phagocytic vesicle
SYT11	GO:0048471	perinuclear region of cytoplasm
SYT11	GO:0048787	presynaptic active zone membrane
SYT11	GO:0055037	recycling endosome
SYT11	GO:0060076	excitatory synapse
SYT11	GO:0060077	inhibitory synapse
SYT11	GO:0098793	presynapse
QPCT		
EPB41L5	GO:0005200	structural constituent of cytoskeleton
EPB41L5	GO:0008092	cytoskeletal protein binding
EPB41L5	GO:0019904	protein domain specific binding
EPB41L5	GO:0000904	cell morphogenesis involved in differentiation
EPB41L5	GO:0001701	in utero embryonic development
EPB41L5	GO:0001756	somitogenesis
EPB41L5	GO:0001837	epithelial to mesenchymal transition
EPB41L5	GO:0001839	neural plate morphogenesis
EPB41L5	GO:0001954	positive regulation of cell-matrix adhesion
EPB41L5	GO:0003382	epithelial cell morphogenesis
EPB41L5	GO:0003383	apical constriction
EPB41L5	GO:0006931	substrate-dependent cell migration, cell attachment to substrate
EPB41L5	GO:0007398	ectoderm development
EPB41L5	GO:0007492	endoderm development
EPB41L5	GO:0007498	mesoderm development
EPB41L5	GO:0007509	mesoderm migration involved in gastrulation
EPB41L5	GO:0009826	unidimensional cell growth
EPB41L5	GO:0010608	posttranscriptional regulation of gene expression
EPB41L5	GO:0010634	positive regulation of epithelial cell migration
EPB41L5	GO:0010718	positive regulation of epithelial to mesenchymal transition
EPB41L5	GO:0022408	negative regulation of cell-cell adhesion
EPB41L5	GO:0030036	actin cytoskeleton organization
EPB41L5	GO:0031032	actomyosin structure organization
EPB41L5	GO:0032091	negative regulation of protein binding
EPB41L5	GO:0032092	positive regulation of protein binding
EPB41L5	GO:0032525	somite rostral/caudal axis specification
EPB41L5	GO:0048318	axial mesoderm development
EPB41L5	GO:0048319	axial mesoderm morphogenesis
EPB41L5	GO:0048339	paraxial mesoderm development
EPB41L5	GO:0048617	embryonic foregut morphogenesis
EPB41L5	GO:0051894	positive regulation of focal adhesion assembly
EPB41L5	GO:0070201	regulation of establishment of protein localization
EPB41L5	GO:0070986	left/right axis specification
EPB41L5	GO:0071560	cellular response to transforming growth factor beta stimulus
EPB41L5	GO:0005634	nucleus
EPB41L5	GO:0005737	cytoplasm
EPB41L5	GO:0005856	cytoskeleton
EPB41L5	GO:0005886	plasma membrane
EPB41L5	GO:0005912	adherens junction
EPB41L5	GO:0005925	focal adhesion
EPB41L5	GO:0019898	extrinsic component of membrane
EPB41L5	GO:0030054	cell junction
EPB41L5	GO:0031252	cell leading edge
EPB41L5	GO:0032587	ruffle membrane
TSPO2	GO:0015485	cholesterol binding
TSPO2	GO:0006810	transport
TSPO2	GO:0005783	endoplasmic reticulum
TSPO2	GO:0005789	endoplasmic reticulum membrane
TSPO2	GO:0016020	membrane
TSPO2	GO:0016021	integral component of membrane
SIGLEC1		
ZNF384	GO:0003676	nucleic acid binding
ZNF384	GO:0003677	DNA binding
ZNF384	GO:0046872	metal ion binding
ZNF384	GO:0006351	transcription, DNA-templated
ZNF384	GO:0006355	regulation of transcription, DNA-templated
ZNF384	GO:0005634	nucleus
ZNF384		
SIGLEC1	GO:0030246	carbohydrate binding
SIGLEC1	GO:0006897	endocytosis
SIGLEC1	GO:0006954	inflammatory response
SIGLEC1	GO:0007155	cell adhesion
SIGLEC1	GO:0007160	cell-matrix adhesion
SIGLEC1	GO:0016337	single organismal cell-cell adhesion
SIGLEC1	GO:0005576	extracellular region
SIGLEC1	GO:0005886	plasma membrane
SIGLEC1	GO:0016020	membrane
SIGLEC1	GO:0016021	integral component of membrane
BTRC	GO:0005737	cytoplasm
BTRC	GO:0005634	nucleus
BTRC	GO:0071407	cellular response to organic cyclic compound
BTRC	GO:0061136	regulation of proteasomal protein catabolic process
BTRC	GO:0060828	regulation of canonical Wnt signaling pathway
BTRC	GO:0060444	branching involved in mammary gland duct morphogenesis
BTRC	GO:0051726	regulation of cell cycle
BTRC	GO:0045893	positive regulation of transcription, DNA-templated
BTRC	GO:0043122	regulation of I-kappaB kinase/NF-kappaB signaling
BTRC	GO:0042753	positive regulation of circadian rhythm
BTRC	GO:0033598	mammary gland epithelial cell proliferation
BTRC	GO:0030163	protein catabolic process
BTRC	GO:0006470	protein dephosphorylation
BTRC	GO:0000209	protein polyubiquitination
BTRC	GO:0061630	ubiquitin protein ligase activity
BTRC	GO:0046983	protein dimerization activity
BTRC	GO:0045309	protein phosphorylated amino acid binding
BTRC	GO:0008013	beta-catenin binding
BTRC	GO:0004842	ubiquitin-protein transferase activity
BTRC	GO:0005515	protein binding
BTRC	GO:0016874	ligase activity
BTRC	GO:0000086	G2/M transition of mitotic cell cycle
BTRC	GO:0002223	stimulatory C-type lectin receptor signaling pathway
BTRC	GO:0006511	ubiquitin-dependent protein catabolic process
BTRC	GO:0007165	signal transduction
BTRC	GO:0016032	viral process
BTRC	GO:0016055	Wnt signaling pathway
BTRC	GO:0016567	protein ubiquitination
BTRC	GO:0031146	SCF-dependent proteasomal ubiquitin-dependent protein catabolic process
BTRC	GO:0031648	protein destabilization
BTRC	GO:0038061	NIK/NF-kappaB signaling
BTRC	GO:0038095	Fc-epsilon receptor signaling pathway
BTRC	GO:0042752	regulation of circadian rhythm
BTRC	GO:0043161	proteasome-mediated ubiquitin-dependent protein catabolic process
BTRC	GO:0043433	negative regulation of sequence-specific DNA binding transcription factor activity
BTRC	GO:0045862	positive regulation of proteolysis
BTRC	GO:0045879	negative regulation of smoothened signaling pathway
BTRC	GO:0045892	negative regulation of transcription, DNA-templated
BTRC	GO:0048511	rhythmic process
BTRC	GO:0050852	T cell receptor signaling pathway
BTRC	GO:0051403	stress-activated MAPK cascade
BTRC	GO:0051437	positive regulation of ubiquitin-protein ligase activity involved in regulation of mitotic cell cycle transition
BTRC	GO:0005654	nucleoplasm
BTRC	GO:0005829	cytosol
BTRC	GO:0019005	SCF ubiquitin ligase complex
POM121	GO:0044613	nuclear pore central transport channel
POM121	GO:0044615	nuclear pore nuclear basket
POM121	GO:0005487	nucleocytoplasmic transporter activity
POM121	GO:0008139	nuclear localization sequence binding
POM121	GO:0017056	structural constituent of nuclear pore
POM121	GO:0006405	RNA export from nucleus
POM121	GO:0006406	mRNA export from nucleus
POM121	GO:0006409	tRNA export from nucleus
POM121	GO:0006606	protein import into nucleus
POM121	GO:0006810	transport
POM121	GO:0007077	mitotic nuclear envelope disassembly
POM121	GO:0010827	regulation of glucose transport
POM121	GO:0015031	protein transport
POM121	GO:0016032	viral process
POM121	GO:0016925	protein sumoylation
POM121	GO:0019083	viral transcription
POM121	GO:0031047	gene silencing by RNA
POM121	GO:0051028	mRNA transport
POM121	GO:0075733	intracellular transport of virus
POM121	GO:1900034	regulation of cellular response to heat
POM121	GO:0005634	nucleus
POM121	GO:0005635	nuclear envelope
POM121	GO:0005643	nuclear pore
POM121	GO:0005783	endoplasmic reticulum
POM121	GO:0005789	endoplasmic reticulum membrane
POM121	GO:0016020	membrane
POM121	GO:0016021	integral component of membrane
POM121	GO:0031965	nuclear membrane
TBC1D16	GO:1902017	regulation of cilium assembly
TBC1D16	GO:0005096	GTPase activator activity
TBC1D16	GO:0005515	protein binding
TBC1D16	GO:0017137	Rab GTPase binding
TBC1D16	GO:0001919	regulation of receptor recycling
TBC1D16	GO:0006886	intracellular protein transport
TBC1D16	GO:0031338	regulation of vesicle fusion
TBC1D16	GO:0090630	activation of GTPase activity
TBC1D16	GO:0005769	early endosome
TBC1D16	GO:0005829	cytosol
TBC1D16		
HIST1H2BD	GO:0005737	cytoplasm
HIST1H2BD	GO:0005694	chromosome
HIST1H2BD	GO:0005654	nucleoplasm
HIST1H2BD	GO:0005634	nucleus
HIST1H2BD	GO:0000786	nucleosome
HIST1H2BD	GO:0046982	protein heterodimerization activity
HIST1H2BD	GO:0003677	DNA binding
HIST1H2BD	GO:0003674	molecular_function
HIST1H2BD	GO:0006334	nucleosome assembly
HIST1H2BD	GO:0000788	nuclear nucleosome
HIST1H2BD	GO:0070062	extracellular exosome
STX1B	GO:0000149	SNARE binding
STX1B	GO:0005102	receptor binding
STX1B	GO:0005484	SNAP receptor activity
STX1B	GO:0019901	protein kinase binding
STX1B	GO:0019904	protein domain specific binding
STX1B	GO:0001956	positive regulation of neurotransmitter secretion
STX1B	GO:0006810	transport
STX1B	GO:0006836	neurotransmitter transport
STX1B	GO:0006886	intracellular protein transport
STX1B	GO:0006904	vesicle docking involved in exocytosis
STX1B	GO:0010468	regulation of gene expression
STX1B	GO:0010807	regulation of synaptic vesicle priming
STX1B	GO:0010977	negative regulation of neuron projection development
STX1B	GO:0015031	protein transport
STX1B	GO:0016081	synaptic vesicle docking
STX1B	GO:0016192	vesicle-mediated transport
STX1B	GO:0017157	regulation of exocytosis
STX1B	GO:0031629	synaptic vesicle fusion to presynaptic active zone membrane
STX1B	GO:0048278	vesicle docking
STX1B	GO:0048791	calcium ion-regulated exocytosis of neurotransmitter
STX1B	GO:0060025	regulation of synaptic activity
STX1B	GO:0061669	spontaneous neurotransmitter secretion
STX1B	GO:0072657	protein localization to membrane
STX1B	GO:1903422	negative regulation of synaptic vesicle recycling
STX1B	GO:1904050	positive regulation of spontaneous neurotransmitter secretion
STX1B	GO:1905302	negative regulation of macropinocytosis
STX1B	GO:2000463	positive regulation of excitatory postsynaptic potential
STX1B	GO:0005634	nucleus
STX1B	GO:0005737	cytoplasm
STX1B	GO:0005815	microtubule organizing center
STX1B	GO:0005819	spindle
STX1B	GO:0005829	cytosol
STX1B	GO:0005856	cytoskeleton
STX1B	GO:0005886	plasma membrane
STX1B	GO:0008021	synaptic vesicle
STX1B	GO:0016020	membrane
STX1B	GO:0016021	integral component of membrane
STX1B	GO:0031201	SNARE complex
STX1B	GO:0042734	presynaptic membrane
STX1B	GO:0098793	presynapse
STX1B	GO:0005622	intracellular
STX1B	GO:0061025	membrane fusion
OSGIN1		
OSGIN1	GO:0008083	growth factor activity
OSGIN1	GO:0016491	oxidoreductase activity
OSGIN1	GO:0007275	multicellular organism development
OSGIN1	GO:0030154	cell differentiation
OSGIN1	GO:0030308	negative regulation of cell growth
OSGIN1	GO:0040008	regulation of growth
OSGIN1	GO:0043065	positive regulation of apoptotic process
OSGIN1	GO:0055114	oxidation-reduction process
OSGIN1	GO:0005575	cellular_component
TSPAN8	GO:0070062	extracellular exosome
TSPAN8	GO:0016021	integral component of membrane
TSPAN8	GO:0016020	membrane
TSPAN8	GO:0005887	integral component of plasma membrane
TSPAN8	GO:0030195	negative regulation of blood coagulation
TSPAN8	GO:0007166	cell surface receptor signaling pathway
TSPAN8	GO:0005178	integrin binding
EAF1	GO:0005515	protein binding
EAF1	GO:0006351	transcription, DNA-templated
EAF1	GO:0006355	regulation of transcription, DNA-templated
EAF1	GO:0005634	nucleus
EAF1	GO:0005654	nucleoplasm
EAF1	GO:0008023	transcription elongation factor complex
EAF1	GO:0015030	Cajal body
EAF1	GO:0016607	nuclear speck
EAF1	GO:0032783	ELL-EAF complex
EAF1	GO:0043231	intracellular membrane-bounded organelle
EAF1	GO:0045171	intercellular bridge
RAD51AP1		
GABRB3	GO:0004890	GABA-A receptor activity
GABRB3	GO:0005216	ion channel activity
GABRB3	GO:0005230	extracellular ligand-gated ion channel activity
GABRB3	GO:0005254	chloride channel activity
GABRB3	GO:0022851	GABA-gated chloride ion channel activity
GABRB3	GO:0006810	transport
GABRB3	GO:0006811	ion transport
GABRB3	GO:0006821	chloride transport
GABRB3	GO:0007165	signal transduction
GABRB3	GO:0007605	sensory perception of sound
GABRB3	GO:0034220	ion transmembrane transport
GABRB3	GO:0043523	regulation of neuron apoptotic process
GABRB3	GO:0043524	negative regulation of neuron apoptotic process
GABRB3	GO:0048666	neuron development
GABRB3	GO:0060021	palate development
GABRB3	GO:0060080	inhibitory postsynaptic potential
GABRB3	GO:0060119	inner ear receptor cell development
GABRB3	GO:0060384	innervation
GABRB3	GO:0071420	cellular response to histamine
GABRB3	GO:0090102	cochlea development
GABRB3	GO:1901215	negative regulation of neuron death
GABRB3	GO:1902476	chloride transmembrane transport
GABRB3	GO:0005886	plasma membrane
GABRB3	GO:0005887	integral component of plasma membrane
GABRB3	GO:0016020	membrane
GABRB3	GO:0016021	integral component of membrane
GABRB3	GO:0030054	cell junction
GABRB3	GO:0034707	chloride channel complex
GABRB3	GO:0045202	synapse
GABRB3	GO:0045211	postsynaptic membrane
GABRB3	GO:1902711	GABA-A receptor complex
GABRE	GO:0004890	GABA-A receptor activity
GABRE	GO:0005230	extracellular ligand-gated ion channel activity
GABRE	GO:0005254	chloride channel activity
GABRE	GO:0022851	GABA-gated chloride ion channel activity
GABRE	GO:0006810	transport
GABRE	GO:0006811	ion transport
GABRE	GO:0006821	chloride transport
GABRE	GO:0007165	signal transduction
GABRE	GO:0034220	ion transmembrane transport
GABRE	GO:1902476	chloride transmembrane transport
GABRE	GO:2001226	negative regulation of chloride transport
GABRE	GO:0005886	plasma membrane
GABRE	GO:0016020	membrane
GABRE	GO:0016021	integral component of membrane
GABRE	GO:0030054	cell junction
GABRE	GO:0034707	chloride channel complex
GABRE	GO:0045202	synapse
GABRE	GO:0045211	postsynaptic membrane
GABRE	GO:1902711	GABA-A receptor complex
NME4	GO:0016020	membrane
NME4	GO:0005759	mitochondrial matrix
NME4	GO:0005758	mitochondrial intermembrane space
NME4	GO:0005743	mitochondrial inner membrane
NME4	GO:0005739	mitochondrion
NME4	GO:0042981	regulation of apoptotic process
NME4	GO:0016310	phosphorylation
NME4	GO:0015949	nucleobase-containing small molecule interconversion
NME4	GO:0009142	nucleoside triphosphate biosynthetic process
NME4	GO:0009117	nucleotide metabolic process
NME4	GO:0009116	nucleoside metabolic process
NME4	GO:0006869	lipid transport
NME4	GO:0006810	transport
NME4	GO:0006241	CTP biosynthetic process
NME4	GO:0006228	UTP biosynthetic process
NME4	GO:0006220	pyrimidine nucleotide metabolic process
NME4	GO:0006183	GTP biosynthetic process
NME4	GO:0006165	nucleoside diphosphate phosphorylation
NME4	GO:0006163	purine nucleotide metabolic process
NME4	GO:0046872	metal ion binding
NME4	GO:0016740	transferase activity
NME4	GO:0016301	kinase activity
NME4	GO:0008289	lipid binding
NME4	GO:0005524	ATP binding
NME4	GO:0004550	nucleoside diphosphate kinase activity
NME4	GO:0000166	nucleotide binding
GABRE		
NME4		
PBXIP1	GO:0003714	transcription corepressor activity
PBXIP1	GO:0005515	protein binding
PBXIP1	GO:0007275	multicellular organism development
PBXIP1	GO:0030154	cell differentiation
PBXIP1	GO:0045892	negative regulation of transcription, DNA-templated
PBXIP1	GO:0005634	nucleus
PBXIP1	GO:0005737	cytoplasm
PBXIP1	GO:0005829	cytosol
PBXIP1	GO:0005856	cytoskeleton
PBXIP1	GO:0005874	microtubule
RAD51AP1	GO:0003677	DNA binding
RAD51AP1	GO:0003690	double-stranded DNA binding
RAD51AP1	GO:0003697	single-stranded DNA binding
RAD51AP1	GO:0003723	RNA binding
RAD51AP1	GO:0005515	protein binding
RAD51AP1	GO:0000724	double-strand break repair via homologous recombination
RAD51AP1	GO:0000731	DNA synthesis involved in DNA repair
RAD51AP1	GO:0000732	strand displacement
RAD51AP1	GO:0006281	DNA repair
RAD51AP1	GO:0006310	DNA recombination
RAD51AP1	GO:0006974	cellular response to DNA damage stimulus
RAD51AP1	GO:0010569	regulation of double-strand break repair via homologous recombination
RAD51AP1	GO:0036297	interstrand cross-link repair
RAD51AP1	GO:0071479	cellular response to ionizing radiation
RAD51AP1	GO:0000790	nuclear chromatin
RAD51AP1	GO:0005634	nucleus
RAD51AP1	GO:0005654	nucleoplasm
HAAO	GO:0000334	3-hydroxyanthranilate 3,4-dioxygenase activity
HAAO	GO:0005506	iron ion binding
HAAO	GO:0005515	protein binding
HAAO	GO:0008198	ferrous iron binding
HAAO	GO:0009055	electron carrier activity
HAAO	GO:0016491	oxidoreductase activity
HAAO	GO:0046872	metal ion binding
HAAO	GO:0051213	dioxygenase activity
HAAO	GO:0006569	tryptophan catabolic process
HAAO	GO:0009435	NAD biosynthetic process
HAAO	GO:0010043	response to zinc ion
HAAO	GO:0019363	pyridine nucleotide biosynthetic process
HAAO	GO:0019805	quinolinate biosynthetic process
HAAO	GO:0034354	'de novo' NAD biosynthetic process from tryptophan
HAAO	GO:0043420	anthranilate metabolic process
HAAO	GO:0046686	response to cadmium ion
HAAO	GO:0046874	quinolinate metabolic process
HAAO	GO:0055114	oxidation-reduction process
HAAO	GO:0070050	neuron cellular homeostasis
HAAO	GO:0005737	cytoplasm
HAAO	GO:0005829	cytosol
HAAO	GO:0070062	extracellular exosome
PLEKHM2	GO:0005515	protein binding
PLEKHM2	GO:0019894	kinesin binding
PLEKHM2	GO:0007030	Golgi organization
PLEKHM2	GO:0032418	lysosome localization
PLEKHM2	GO:0032880	regulation of protein localization
PLEKHM2	GO:1903527	positive regulation of membrane tubulation
PLEKHM2	GO:0005737	cytoplasm
PLEKHM2	GO:0010008	endosome membrane
PLEKHM2		
KCNJ10	GO:0016021	integral component of membrane
KCNJ10	GO:0016020	membrane
KCNJ10	GO:0071805	potassium ion transmembrane transport
KCNJ10	GO:0006813	potassium ion transport
KCNJ10	GO:0005242	inward rectifier potassium channel activity
KCNJ10	GO:0000166	nucleotide binding
KCNJ10	GO:0005244	voltage-gated ion channel activity
KCNJ10	GO:0005267	potassium channel activity
KCNJ10	GO:0005515	protein binding
KCNJ10	GO:0005524	ATP binding
KCNJ10	GO:0015272	ATP-activated inward rectifier potassium channel activity
KCNJ10	GO:0015467	G-protein activated inward rectifier potassium channel activity
KCNJ10	GO:0006810	transport
KCNJ10	GO:0006811	ion transport
KCNJ10	GO:0007601	visual perception
KCNJ10	GO:0007628	adult walking behavior
KCNJ10	GO:0010107	potassium ion import
KCNJ10	GO:0014003	oligodendrocyte development
KCNJ10	GO:0022010	central nervous system myelination
KCNJ10	GO:0034765	regulation of ion transmembrane transport
KCNJ10	GO:0042391	regulation of membrane potential
KCNJ10	GO:0048169	regulation of long-term neuronal synaptic plasticity
KCNJ10	GO:0051935	glutamate reuptake
KCNJ10	GO:0055075	potassium ion homeostasis
KCNJ10	GO:0060075	regulation of resting membrane potential
KCNJ10	GO:0005886	plasma membrane
KCNJ10	GO:0005887	integral component of plasma membrane
KCNJ10	GO:0016323	basolateral plasma membrane
KCNJ10	GO:0098793	presynapse
UNC93B1	GO:0035325	Toll-like receptor binding
UNC93B1	GO:0002224	toll-like receptor signaling pathway
UNC93B1	GO:0002250	adaptive immune response
UNC93B1	GO:0002376	immune system process
UNC93B1	GO:0006886	intracellular protein transport
UNC93B1	GO:0034138	toll-like receptor 3 signaling pathway
UNC93B1	GO:0034154	toll-like receptor 7 signaling pathway
UNC93B1	GO:0034162	toll-like receptor 9 signaling pathway
UNC93B1	GO:0045087	innate immune response
UNC93B1	GO:0051607	defense response to virus
UNC93B1	GO:0000139	Golgi membrane
UNC93B1	GO:0005764	lysosome
UNC93B1	GO:0005768	endosome
UNC93B1	GO:0005783	endoplasmic reticulum
